dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sept-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18,abr-18,may-18,jun-18,jul-18,ago-18,sept-18,oct-18,nov-18,dic-18,ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sept-19,oct-19,nov-19,dic-19,ene-20,feb-20,mar-20,abr-20,may-20,jun-20,jul-20,ago-20,sept-20,oct-20,nov-20,dic-20,ene-21,feb-21,mar-21,abr-21,may-21,jun-21,jul-21,ago-21,sept-21,oct-21,nov-21,dic-21,ene-22,feb-22,mar-22,abr-22,may-22,jun-22,jul-22,ago-22,sept-22,oct-22,nov-22,dic-22,ene-23,feb-23,mar-23,abr-23,may-23,jun-23,jul-23,ago-23,sept-23,oct-23,nov-23,dic-23,ene-24,feb-24,mar-24,abr-24,may-24,jun-24,jul-24,ago-24,sept-24,oct-24,nov-24,dic-24,ene-25,feb-25,mar-25,abr-25,may-25,jun-25
"100.0","101.6","103.7","106.1","109.0","110.5","111.8","113.8","115.4","117.6","119.4","121.0","124.8","127.0","130.1","133.1","136.8","139.6","144.8","149.3","155.1","165.2","174.1","179.6","184.3","189.6","196.8","206.0","213.1","219.6","225.5","230.5","239.6","253.7","262.1","273.2","283.4","289.8","295.7","305.6","310.1","314.9","322.0","328.2","337.1","346.6","359.7","371.0","385.9","401.5","415.9","435.9","453.7","468.7","483.6","498.1","510.4","528.5","547.1","560.9","582.5","605.0","633.4","676.1","716.9","753.1","793.0","851.8","911.1","967.3","1028.7","1079.3","1134.6","1203.0","1282.7","1381.2","1497.2","1613.6","1709.6","1818.1","2044.3","2304.9","2496.3","2816.1","3533.2","4261.5","4825.8","5357.1","5830.2","6073.7","6351.7","6607.7","6883.4","7122.2","7314.0","7491.4","7694.0","7864.1","8053.0","8353.3","8585.6","8714.5","8855.6"
